message,category,cleaned_message
You're selected! Redeem your reward at https://login-now-security.xyz,Spam,you're selected! redeem your reward at https://login-now-security.xyz
Your package is waiting. Pay delivery fees at https://secure-update.cards,Spam,your package is waiting. pay delivery fees at https://secure-update.cards
Your package is waiting. Pay delivery fees at https://fakewebsite.com,Spam,your package is waiting. pay delivery fees at https://fakewebsite.com
Your OTP is 546296. Do not share it with anyone.,Transactional,your otp is 546296. do not share it with anyone.
Your payment of ₹580 was successful.,Transactional,your payment of ₹580 was successful.
Your OTP is 120127. Do not share it with anyone.,Transactional,your otp is 120127. do not share it with anyone.
Earn money fast! Start today: https://confirm-payee.click,Spam,earn money fast! start today: https://confirm-payee.click
Confirm your payment details: https://winfreecash.com,Spam,confirm your payment details: https://winfreecash.com
Your OTP is 282832. Do not share it with anyone.,Transactional,your otp is 282832. do not share it with anyone.
Don't miss out! Sale ends soon at https://www.myntra.com,Promotional,don't miss out! sale ends soon at https://www.myntra.com
Don't miss out! Sale ends soon at https://amazon.in/sale,Promotional,don't miss out! sale ends soon at https://amazon.in/sale
Confirm your payment details: https://confirm-payee.click,Spam,confirm your payment details: https://confirm-payee.click
Upgrade your plan today: https://amazon.in/sale,Promotional,upgrade your plan today: https://amazon.in/sale
Your transaction ID is TXN144502. Please keep it for your records.,Transactional,your transaction id is txn144502. please keep it for your records.
Your package with tracking ID 162556 has been shipped.,Transactional,your package with tracking id 162556 has been shipped.
Upgrade your plan today: https://secure.bankportal.in/login,Promotional,upgrade your plan today: https://secure.bankportal.in/login
Upgrade your plan today: https://cleartrip.com,Promotional,upgrade your plan today: https://cleartrip.com
Upgrade your plan today: https://amazon.in/sale,Promotional,upgrade your plan today: https://amazon.in/sale
Don't miss out! Sale ends soon at https://www.airtel.in/recharge,Promotional,don't miss out! sale ends soon at https://www.airtel.in/recharge
Your OTP is 552326. Do not share it with anyone.,Transactional,your otp is 552326. do not share it with anyone.
Your transaction ID is TXN214378. Please keep it for your records.,Transactional,your transaction id is txn214378. please keep it for your records.
Your dream vacation awaits! Book at https://trip.com,Promotional,your dream vacation awaits! book at https://trip.com
Find your perfect gift at https://www.myntra.com,Promotional,find your perfect gift at https://www.myntra.com
Upgrade your plan today: https://trip.com,Promotional,upgrade your plan today: https://trip.com
You've won a prize! Claim now: https://secure-update.cards,Spam,you've won a prize! claim now: https://secure-update.cards
You're selected! Redeem your reward at https://verify-now.online,Spam,you're selected! redeem your reward at https://verify-now.online
Your OTP is 275375. Do not share it with anyone.,Transactional,your otp is 275375. do not share it with anyone.
Confirm your payment details: https://get-rich-fast.biz,Spam,confirm your payment details: https://get-rich-fast.biz
Click here to win an iPhone: https://winfreecash.com,Spam,click here to win an iphone: https://winfreecash.com
Click here to win an iPhone: https://urgentupdate.co,Spam,click here to win an iphone: https://urgentupdate.co
Your transaction ID is TXN508937. Please keep it for your records.,Transactional,your transaction id is txn508937. please keep it for your records.
Enjoy 30% off on all products. Shop now at https://amazon.in/sale,Promotional,enjoy 30% off on all products. shop now at https://amazon.in/sale
Final notice. Update your info: https://login-now-security.xyz,Spam,final notice. update your info: https://login-now-security.xyz
Enjoy 30% off on all products. Shop now at https://www.officialstore.com,Promotional,enjoy 30% off on all products. shop now at https://www.officialstore.com
You're selected! Redeem your reward at https://urgentupdate.co,Spam,you're selected! redeem your reward at https://urgentupdate.co
Your package is waiting. Pay delivery fees at https://get-rich-fast.biz,Spam,your package is waiting. pay delivery fees at https://get-rich-fast.biz
Your OTP is 750551. Do not share it with anyone.,Transactional,your otp is 750551. do not share it with anyone.
Your package is waiting. Pay delivery fees at https://fakewebsite.com,Spam,your package is waiting. pay delivery fees at https://fakewebsite.com
You've won a prize! Claim now: https://confirm-payee.click,Spam,you've won a prize! claim now: https://confirm-payee.click
You're selected! Redeem your reward at https://verify-now.online,Spam,you're selected! redeem your reward at https://verify-now.online
Your dream vacation awaits! Book at https://amazon.in/sale,Promotional,your dream vacation awaits! book at https://amazon.in/sale
You've won a prize! Claim now: https://confirm-payee.click,Spam,you've won a prize! claim now: https://confirm-payee.click
Get free recharge. Click here: https://verify-now.online,Spam,get free recharge. click here: https://verify-now.online
Get free recharge. Click here: https://confirm-payee.click,Spam,get free recharge. click here: https://confirm-payee.click
Limited time offer! Visit https://www.myntra.com to grab your discount,Promotional,limited time offer! visit https://www.myntra.com to grab your discount
Your package is waiting. Pay delivery fees at https://winfreecash.com,Spam,your package is waiting. pay delivery fees at https://winfreecash.com
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional,introducing our new range. learn more: https://secure.bankportal.in/login
Your package with tracking ID 479620 has been shipped.,Transactional,your package with tracking id 479620 has been shipped.
Click here to win an iPhone: https://fakewebsite.com,Spam,click here to win an iphone: https://fakewebsite.com
Your transaction ID is TXN685823. Please keep it for your records.,Transactional,your transaction id is txn685823. please keep it for your records.
Get free recharge. Click here: https://secure-update.cards,Spam,get free recharge. click here: https://secure-update.cards
Your transaction ID is TXN980014. Please keep it for your records.,Transactional,your transaction id is txn980014. please keep it for your records.
Your transaction ID is TXN466623. Please keep it for your records.,Transactional,your transaction id is txn466623. please keep it for your records.
Exclusive deals available here: https://trip.com,Promotional,exclusive deals available here: https://trip.com
You're selected! Redeem your reward at https://winfreecash.com,Spam,you're selected! redeem your reward at https://winfreecash.com
Check out our latest deals at https://www.myntra.com,Promotional,check out our latest deals at https://www.myntra.com
